Service,City,City & Neighborhoods
Permeable,Hayward,"Hayward: Burbank, Fairview, Hayward Hills, Mount Eden, Palma Ceia, Tennyson Highlands, Winton"
Permeable,Livermore,"Livermore: Altamont, Downtown Livermore, East Livermore, North Livermore, Ruby Hill, South Livermore, Springtown"
Permeable,Newark,"Newark: Centerville, Lakeshore, Mayhews, Newpark, Thornton"
Permeable,Oakland,"Oakland: Adams Point, Chinatown, Dimond District, Downtown Oakland, East Oakland, Fruitvale, Grand Lake, Glenview, Hiller Highlands, Jack London Square, Lakeshore, Laurel District, Montclair, North Oakland, Piedmont Avenue, Rockridge, Temescal, Uptown Oakland, West Oakland"
Permeable,Piedmont,"Piedmont: Piedmont Pines, Piedmont Highlands, Piedmont Hills, Piedmont Meadow"
Permeable,Pleasanton,"Pleasanton: Bernal Avenue, Downtown Pleasanton, Hacienda Business Park, Kottinger Ranch, Laguna Oaks, Mohr Park, Ruby Hill, Stoneridge"
Permeable,San Leandro,"San Leandro: Broadmoor, Estudillo Estates, Heron Bay, Marina Faire, Mulford Gardens, Pelton Center, San Leandro Shoreline"
Permeable,Union City,"Union City: Alvarado, Decoto, Hillview Crest, Horner-Veasy, Searles"
Permeable,Ashland,"Ashland: Ashland Village, Cherryland, Fairmont Terrace, Fairmont Ridge, Fairmont Terrace, Fairview"
Permeable,Castro Valley,"Castro Valley: Castro Valley Canyonlands, Castro Valley Foothills, Castro Valley Knolls, Castro Valley Residential, Cull Canyon, Five Canyons, Palomares Canyon, Proctor Canyon, Quail Canyon, Redwood Road Corridor, Seaview"
Permeable,Cherryland,"Cherryland: Cherryland Acres, Cherryland Estates, Cherryland Highlands, Cherryland Park, Cherryland Village"
Permeable,Fairview,"Fairview: Fairview Acres, Fairview Knolls, Fairview Meadows, Fairview Park, Fairview Terrace"
Permeable,Hillcrest Knolls,"Hillcrest Knolls: Hillcrest Knolls North, Hillcrest Knolls South"
Permeable,San Lorenzo,"San Lorenzo: Bohannon, Brannigan, Cherryland, Hesperian, Palomares, Redwood Shores, Springlake"
Permeable,Sunol,"Sunol: Sunol Glen, Sunol Junction, Sunol Valley"
Permeable,Campbell,"Campbell: Downtown Campbell, Hacienda, Orchard City, Pruneyard"
Permeable,Cupertino,"Cupertino: Cupertino Village, Monta Vista, Rancho Rinconada, Seven Springs, Vallco Park"
Permeable,Gilroy,"Gilroy: Downtown Gilroy, El Cerrito, Las Animas, Monterey Road Corridor, Pacheco Pass"
Permeable,Los Altos,"Los Altos: Country Club, Downtown Los Altos, Loyola Corners, Woodland Acres"
Permeable,Los Altos Hills,"Los Altos Hills: Byrne Park, Country Club, Fremont Hills, Westwind"
Permeable,Los Gatos,"Los Gatos: Almond Grove, Broadway, Downtown Los Gatos, Glenridge, Vasona Park"
Permeable,Milpitas,"Milpitas: Abel, Calaveras, Dixon Landing, Milpitas Town Center, Rancho Milpitas"
Permeable,Monte Sereno,"Monte Sereno: Blackberry Hill, Daves Avenue, Montalvo Hills, Overlook"
Permeable,Morgan Hill,"Morgan Hill: Downtown Morgan Hill, East Dunne, Madrone, Paradise Valley, West Dunne"
Permeable,Mountain View,"Mountain View: Blossom Valley, Castro City, Cuesta Park, Moffett Federal Airfield, North Bayshore, Shoreline West"
Permeable,Palo Alto,"Palo Alto: Barron Park, College Terrace, Downtown North, Evergreen Park, Midtown, Professorville, University South"
Permeable,San Jose,"San Jose: Alum Rock, Berryessa, Cambrian Park, Evergreen, Japantown, Naglee Park, Rose Garden, Willow Glen"
Permeable,Santa Clara,"Santa Clara: Agnew, Central Park, Lawrence Station, Mission College, Santa Clara University"
Permeable,Saratoga,"Saratoga: Blue Hills, Brookside, Saratoga Village, Wildcat Ridge"
Permeable,Sunnyvale,"Sunnyvale: Lakewood, Mango, Murphy, Old Quad, Tasman Crossing"
Permeable,Atherton,"Atherton: Lindenwood, Lloyden Park, West Atherton"
Permeable,Belmont,"Belmont: Belmont Shores, Carlmont, Cipriani, Homestead, Nesbit"
Permeable,Brisbane,"Brisbane: Brisbane Acres, Crocker Park, Guadalupe Hills, Sierra Point"
Permeable,Burlingame,"Burlingame: Burlingame Hills, Downtown Burlingame, Easton Addition, Hillsborough Knolls, Terrace"
Permeable,Colma,"Colma: Colma Valley, Lawndale, Mission Road Corridor, Serramonte"
Permeable,Daly City,"Daly City: Bayshore, Crocker, Hillside, Westlake"
Permeable,East Palo Alto,"East Palo Alto: East Palo Alto Ravenswood, Menlo Park Acres, University Village"
Permeable,Foster City,"Foster City: Marlin Cove, Shell Ridge, Triton Shores"
Permeable,Half Moon Bay,"Half Moon Bay: Downtown Half Moon Bay, Miramar, North Wavecrest, Pilarcitos"
Permeable,Hillsborough,"Hillsborough: Black Mountain, Crocker, Skyfarm, West Hillsborough"
Permeable,Menlo Park,"Menlo Park: Belle Haven, Downtown Menlo Park, Felton Gables, Linfield Oaks, Sharon Heights"
Permeable,Millbrae,"Millbrae: Millbrae Meadows, Millbrae Station, Taylor Middle School"
Permeable,Pacifica,"Pacifica: Calera Creek, Fairmont, Rockaway Beach, Sharp Park, Vallemar"
Permeable,Portola Valley,"Portola Valley: Corte Madera, Ladera, Los Trancos Woods, Woodside Glens"
Permeable,Redwood City,"Redwood City: Centennial, Downtown Redwood City, Emerald Hills, Redwood Shores, Woodside Plaza"
Permeable,San Bruno,"San Bruno: Crestmoor, Downtown San Bruno, Huntington, Rollingwood"
Permeable,San Carlos,"San Carlos: Brittan Acres, Eaton Park, Laureola Park, Pulgas Ridge"
Permeable,San Mateo,"San Mateo: Baywood, Beresford, Central San Mateo, Hillsdale, North Central San Mateo, San Mateo Park"
Permeable,South San Francisco,"South San Francisco: Buri Buri, Downtown South San Francisco, El Camino Real, Westborough"
Permeable,Woodside,"Woodside: Emerald Hills, Kings Mountain, Woodside Heights, Woodside Glens"
Borders & Accents,Alameda,"Alameda: ""Bay Farm Island, Fernside, Mastick, Park Street, Southshore, Webster Street"""
Borders & Accents,Albany,"Albany: ""Albany Hill, Codornices Village, Dartmouth, El Cerrito Hills, Thousand Oaks"""
Borders & Accents,Berkeley,"Berkeley: Bateman, Berkeley Hills, Claremont, Downtown Berkeley, Elmwood, Gourmet Ghetto, Halcyon, Hearst, Hopkins, Live Oak, Lorin, North Berkeley, Northwest Berkeley, Panoramic Hill, Poet's Corner, Southside, Westbrae"
Borders & Accents,Dublin,"Dublin: Dougherty Valley, Dublin Ranch, Fallon Village, Positano Hills, Tassajara Crossing"
Borders & Accents,Emeryville,"Emeryville: Emeryville Crescent, Emeryville Greenway, Emeryville Marina, Emeryville Warehouse District, Hollis Street District, Watergate"
Borders & Accents,Fremont,"Fremont: Ardenwood, Centerville, Irvington, Niles, Northgate, Mission San Jose, Warm Springs"
Borders & Accents,Hayward,"Hayward: Burbank, Fairview, Hayward Hills, Mount Eden, Palma Ceia, Tennyson Highlands, Winton"
Borders & Accents,Livermore,"Livermore: Altamont, Downtown Livermore, East Livermore, North Livermore, Ruby Hill, South Livermore, Springtown"
Borders & Accents,Newark,"Newark: Centerville, Lakeshore, Mayhews, Newpark, Thornton"
Borders & Accents,Oakland,"Oakland: Adams Point, Chinatown, Dimond District, Downtown Oakland, East Oakland, Fruitvale, Grand Lake, Glenview, Hiller Highlands, Jack London Square, Lakeshore, Laurel District, Montclair, North Oakland, Piedmont Avenue, Rockridge, Temescal, Uptown Oakland, West Oakland"
Borders & Accents,Piedmont,"Piedmont: Piedmont Pines, Piedmont Highlands, Piedmont Hills, Piedmont Meadow"
Borders & Accents,Pleasanton,"Pleasanton: Bernal Avenue, Downtown Pleasanton, Hacienda Business Park, Kottinger Ranch, Laguna Oaks, Mohr Park, Ruby Hill, Stoneridge"
Borders & Accents,San Leandro,"San Leandro: Broadmoor, Estudillo Estates, Heron Bay, Marina Faire, Mulford Gardens, Pelton Center, San Leandro Shoreline"
Borders & Accents,Union City,"Union City: Alvarado, Decoto, Hillview Crest, Horner-Veasy, Searles"
Borders & Accents,Ashland,"Ashland: Ashland Village, Cherryland, Fairmont Terrace, Fairmont Ridge, Fairmont Terrace, Fairview"
Borders & Accents,Castro Valley,"Castro Valley: Castro Valley Canyonlands, Castro Valley Foothills, Castro Valley Knolls, Castro Valley Residential, Cull Canyon, Five Canyons, Palomares Canyon, Proctor Canyon, Quail Canyon, Redwood Road Corridor, Seaview"
Borders & Accents,Cherryland,"Cherryland: Cherryland Acres, Cherryland Estates, Cherryland Highlands, Cherryland Park, Cherryland Village"
Borders & Accents,Fairview,"Fairview: Fairview Acres, Fairview Knolls, Fairview Meadows, Fairview Park, Fairview Terrace"
Borders & Accents,Hillcrest Knolls,"Hillcrest Knolls: Hillcrest Knolls North, Hillcrest Knolls South"
Borders & Accents,San Lorenzo,"San Lorenzo: Bohannon, Brannigan, Cherryland, Hesperian, Palomares, Redwood Shores, Springlake"
Borders & Accents,Sunol,"Sunol: Sunol Glen, Sunol Junction, Sunol Valley"
Borders & Accents,Campbell,"Campbell: Downtown Campbell, Hacienda, Orchard City, Pruneyard"
Borders & Accents,Cupertino,"Cupertino: Cupertino Village, Monta Vista, Rancho Rinconada, Seven Springs, Vallco Park"
Borders & Accents,Gilroy,"Gilroy: Downtown Gilroy, El Cerrito, Las Animas, Monterey Road Corridor, Pacheco Pass"
Borders & Accents,Los Altos,"Los Altos: Country Club, Downtown Los Altos, Loyola Corners, Woodland Acres"
Borders & Accents,Los Altos Hills,"Los Altos Hills: Byrne Park, Country Club, Fremont Hills, Westwind"
Borders & Accents,Los Gatos,"Los Gatos: Almond Grove, Broadway, Downtown Los Gatos, Glenridge, Vasona Park"
Borders & Accents,Milpitas,"Milpitas: Abel, Calaveras, Dixon Landing, Milpitas Town Center, Rancho Milpitas"
Borders & Accents,Monte Sereno,"Monte Sereno: Blackberry Hill, Daves Avenue, Montalvo Hills, Overlook"
Borders & Accents,Morgan Hill,"Morgan Hill: Downtown Morgan Hill, East Dunne, Madrone, Paradise Valley, West Dunne"
Borders & Accents,Mountain View,"Mountain View: Blossom Valley, Castro City, Cuesta Park, Moffett Federal Airfield, North Bayshore, Shoreline West"
Borders & Accents,Palo Alto,"Palo Alto: Barron Park, College Terrace, Downtown North, Evergreen Park, Midtown, Professorville, University South"
Borders & Accents,San Jose,"San Jose: Alum Rock, Berryessa, Cambrian Park, Evergreen, Japantown, Naglee Park, Rose Garden, Willow Glen"
Borders & Accents,Santa Clara,"Santa Clara: Agnew, Central Park, Lawrence Station, Mission College, Santa Clara University"
Borders & Accents,Saratoga,"Saratoga: Blue Hills, Brookside, Saratoga Village, Wildcat Ridge"
Borders & Accents,Sunnyvale,"Sunnyvale: Lakewood, Mango, Murphy, Old Quad, Tasman Crossing"
Borders & Accents,Atherton,"Atherton: Lindenwood, Lloyden Park, West Atherton"
Borders & Accents,Belmont,"Belmont: Belmont Shores, Carlmont, Cipriani, Homestead, Nesbit"
Borders & Accents,Brisbane,"Brisbane: Brisbane Acres, Crocker Park, Guadalupe Hills, Sierra Point"
Borders & Accents,Burlingame,"Burlingame: Burlingame Hills, Downtown Burlingame, Easton Addition, Hillsborough Knolls, Terrace"
Borders & Accents,Colma,"Colma: Colma Valley, Lawndale, Mission Road Corridor, Serramonte"
Borders & Accents,Daly City,"Daly City: Bayshore, Crocker, Hillside, Westlake"
Borders & Accents,East Palo Alto,"East Palo Alto: East Palo Alto Ravenswood, Menlo Park Acres, University Village"
Borders & Accents,Foster City,"Foster City: Marlin Cove, Shell Ridge, Triton Shores"
Borders & Accents,Half Moon Bay,"Half Moon Bay: Downtown Half Moon Bay, Miramar, North Wavecrest, Pilarcitos"
Borders & Accents,Hillsborough,"Hillsborough: Black Mountain, Crocker, Skyfarm, West Hillsborough"
Borders & Accents,Menlo Park,"Menlo Park: Belle Haven, Downtown Menlo Park, Felton Gables, Linfield Oaks, Sharon Heights"
Borders & Accents,Millbrae,"Millbrae: Millbrae Meadows, Millbrae Station, Taylor Middle School"
Borders & Accents,Pacifica,"Pacifica: Calera Creek, Fairmont, Rockaway Beach, Sharp Park, Vallemar"
Borders & Accents,Portola Valley,"Portola Valley: Corte Madera, Ladera, Los Trancos Woods, Woodside Glens"
Borders & Accents,Redwood City,"Redwood City: Centennial, Downtown Redwood City, Emerald Hills, Redwood Shores, Woodside Plaza"
Borders & Accents,San Bruno,"San Bruno: Crestmoor, Downtown San Bruno, Huntington, Rollingwood"
Borders & Accents,San Carlos,"San Carlos: Brittan Acres, Eaton Park, Laureola Park, Pulgas Ridge"
Borders & Accents,San Mateo,"San Mateo: Baywood, Beresford, Central San Mateo, Hillsdale, North Central San Mateo, San Mateo Park"
Borders & Accents,South San Francisco,"South San Francisco: Buri Buri, Downtown South San Francisco, El Camino Real, Westborough"
Borders & Accents,Woodside,"Woodside: Emerald Hills, Kings Mountain, Woodside Heights, Woodside Glens"
Brick,Alameda,"Alameda: ""Bay Farm Island, Fernside, Mastick, Park Street, Southshore, Webster Street"""
Brick,Albany,"Albany: ""Albany Hill, Codornices Village, Dartmouth, El Cerrito Hills, Thousand Oaks"""
Brick,Berkeley,"Berkeley: Bateman, Berkeley Hills, Claremont, Downtown Berkeley, Elmwood, Gourmet Ghetto, Halcyon, Hearst, Hopkins, Live Oak, Lorin, North Berkeley, Northwest Berkeley, Panoramic Hill, Poet's Corner, Southside, Westbrae"
Brick,Dublin,"Dublin: Dougherty Valley, Dublin Ranch, Fallon Village, Positano Hills, Tassajara Crossing"
Brick,Emeryville,"Emeryville: Emeryville Crescent, Emeryville Greenway, Emeryville Marina, Emeryville Warehouse District, Hollis Street District, Watergate"
Brick,Fremont,"Fremont: Ardenwood, Centerville, Irvington, Niles, Northgate, Mission San Jose, Warm Springs"
Brick,Hayward,"Hayward: Burbank, Fairview, Hayward Hills, Mount Eden, Palma Ceia, Tennyson Highlands, Winton"
Brick,Livermore,"Livermore: Altamont, Downtown Livermore, East Livermore, North Livermore, Ruby Hill, South Livermore, Springtown"
Brick,Newark,"Newark: Centerville, Lakeshore, Mayhews, Newpark, Thornton"
Brick,Oakland,"Oakland: Adams Point, Chinatown, Dimond District, Downtown Oakland, East Oakland, Fruitvale, Grand Lake, Glenview, Hiller Highlands, Jack London Square, Lakeshore, Laurel District, Montclair, North Oakland, Piedmont Avenue, Rockridge, Temescal, Uptown Oakland, West Oakland"
Brick,Piedmont,"Piedmont: Piedmont Pines, Piedmont Highlands, Piedmont Hills, Piedmont Meadow"
Brick,Pleasanton,"Pleasanton: Bernal Avenue, Downtown Pleasanton, Hacienda Business Park, Kottinger Ranch, Laguna Oaks, Mohr Park, Ruby Hill, Stoneridge"
Brick,San Leandro,"San Leandro: Broadmoor, Estudillo Estates, Heron Bay, Marina Faire, Mulford Gardens, Pelton Center, San Leandro Shoreline"
Brick,Union City,"Union City: Alvarado, Decoto, Hillview Crest, Horner-Veasy, Searles"
Brick,Ashland,"Ashland: Ashland Village, Cherryland, Fairmont Terrace, Fairmont Ridge, Fairmont Terrace, Fairview"
Brick,Castro Valley,"Castro Valley: Castro Valley Canyonlands, Castro Valley Foothills, Castro Valley Knolls, Castro Valley Residential, Cull Canyon, Five Canyons, Palomares Canyon, Proctor Canyon, Quail Canyon, Redwood Road Corridor, Seaview"
Brick,Cherryland,"Cherryland: Cherryland Acres, Cherryland Estates, Cherryland Highlands, Cherryland Park, Cherryland Village"
Brick,Fairview,"Fairview: Fairview Acres, Fairview Knolls, Fairview Meadows, Fairview Park, Fairview Terrace"
Brick,Hillcrest Knolls,"Hillcrest Knolls: Hillcrest Knolls North, Hillcrest Knolls South"
Brick,San Lorenzo,"San Lorenzo: Bohannon, Brannigan, Cherryland, Hesperian, Palomares, Redwood Shores, Springlake"
Brick,Sunol,"Sunol: Sunol Glen, Sunol Junction, Sunol Valley"
Brick,Campbell,"Campbell: Downtown Campbell, Hacienda, Orchard City, Pruneyard"
Brick,Cupertino,"Cupertino: Cupertino Village, Monta Vista, Rancho Rinconada, Seven Springs, Vallco Park"
Brick,Gilroy,"Gilroy: Downtown Gilroy, El Cerrito, Las Animas, Monterey Road Corridor, Pacheco Pass"
Brick,Los Altos,"Los Altos: Country Club, Downtown Los Altos, Loyola Corners, Woodland Acres"
Brick,Los Altos Hills,"Los Altos Hills: Byrne Park, Country Club, Fremont Hills, Westwind"
Brick,Los Gatos,"Los Gatos: Almond Grove, Broadway, Downtown Los Gatos, Glenridge, Vasona Park"
Brick,Milpitas,"Milpitas: Abel, Calaveras, Dixon Landing, Milpitas Town Center, Rancho Milpitas"
Brick,Monte Sereno,"Monte Sereno: Blackberry Hill, Daves Avenue, Montalvo Hills, Overlook"
Brick,Morgan Hill,"Morgan Hill: Downtown Morgan Hill, East Dunne, Madrone, Paradise Valley, West Dunne"
Brick,Mountain View,"Mountain View: Blossom Valley, Castro City, Cuesta Park, Moffett Federal Airfield, North Bayshore, Shoreline West"
Brick,Palo Alto,"Palo Alto: Barron Park, College Terrace, Downtown North, Evergreen Park, Midtown, Professorville, University South"
Brick,San Jose,"San Jose: Alum Rock, Berryessa, Cambrian Park, Evergreen, Japantown, Naglee Park, Rose Garden, Willow Glen"
Brick,Santa Clara,"Santa Clara: Agnew, Central Park, Lawrence Station, Mission College, Santa Clara University"
Brick,Saratoga,"Saratoga: Blue Hills, Brookside, Saratoga Village, Wildcat Ridge"
Brick,Sunnyvale,"Sunnyvale: Lakewood, Mango, Murphy, Old Quad, Tasman Crossing"
Brick,Atherton,"Atherton: Lindenwood, Lloyden Park, West Atherton"
Brick,Belmont,"Belmont: Belmont Shores, Carlmont, Cipriani, Homestead, Nesbit"
Brick,Brisbane,"Brisbane: Brisbane Acres, Crocker Park, Guadalupe Hills, Sierra Point"
Brick,Burlingame,"Burlingame: Burlingame Hills, Downtown Burlingame, Easton Addition, Hillsborough Knolls, Terrace"
Brick,Colma,"Colma: Colma Valley, Lawndale, Mission Road Corridor, Serramonte"
Brick,Daly City,"Daly City: Bayshore, Crocker, Hillside, Westlake"
Brick,East Palo Alto,"East Palo Alto: East Palo Alto Ravenswood, Menlo Park Acres, University Village"
Brick,Foster City,"Foster City: Marlin Cove, Shell Ridge, Triton Shores"
Brick,Half Moon Bay,"Half Moon Bay: Downtown Half Moon Bay, Miramar, North Wavecrest, Pilarcitos"
Brick,Hillsborough,"Hillsborough: Black Mountain, Crocker, Skyfarm, West Hillsborough"
Brick,Menlo Park,"Menlo Park: Belle Haven, Downtown Menlo Park, Felton Gables, Linfield Oaks, Sharon Heights"
Brick,Millbrae,"Millbrae: Millbrae Meadows, Millbrae Station, Taylor Middle School"
Brick,Pacifica,"Pacifica: Calera Creek, Fairmont, Rockaway Beach, Sharp Park, Vallemar"
Brick,Portola Valley,"Portola Valley: Corte Madera, Ladera, Los Trancos Woods, Woodside Glens"
Brick,Redwood City,"Redwood City: Centennial, Downtown Redwood City, Emerald Hills, Redwood Shores, Woodside Plaza"
Brick,San Bruno,"San Bruno: Crestmoor, Downtown San Bruno, Huntington, Rollingwood"
Brick,San Carlos,"San Carlos: Brittan Acres, Eaton Park, Laureola Park, Pulgas Ridge"
Brick,San Mateo,"San Mateo: Baywood, Beresford, Central San Mateo, Hillsdale, North Central San Mateo, San Mateo Park"
Brick,South San Francisco,"South San Francisco: Buri Buri, Downtown South San Francisco, El Camino Real, Westborough"
Brick,Woodside,"Woodside: Emerald Hills, Kings Mountain, Woodside Heights, Woodside Glens"
Rectangle,Alameda,"Alameda: ""Bay Farm Island, Fernside, Mastick, Park Street, Southshore, Webster Street"""
Rectangle,Albany,"Albany: ""Albany Hill, Codornices Village, Dartmouth, El Cerrito Hills, Thousand Oaks"""
Rectangle,Berkeley,"Berkeley: Bateman, Berkeley Hills, Claremont, Downtown Berkeley, Elmwood, Gourmet Ghetto, Halcyon, Hearst, Hopkins, Live Oak, Lorin, North Berkeley, Northwest Berkeley, Panoramic Hill, Poet's Corner, Southside, Westbrae"
